datetime,num_orders,date,hour,dayofweek,day_name
2018-04-10 19:00:00,71,2018-04-10,19,1,Tuesday
2018-04-10 20:00:00,58,2018-04-10,20,1,Tuesday
2018-04-10 21:00:00,53,2018-04-10,21,1,Tuesday
2018-04-10 22:00:00,52,2018-04-10,22,1,Tuesday
2018-04-10 23:00:00,79,2018-04-10,23,1,Tuesday
2018-04-11 00:00:00,99,2018-04-11,0,2,Wednesday
2018-04-11 01:00:00,49,2018-04-11,1,2,Wednesday
2018-04-11 02:00:00,53,2018-04-11,2,2,Wednesday
2018-04-11 03:00:00,86,2018-04-11,3,2,Wednesday
2018-04-11 04:00:00,25,2018-04-11,4,2,Wednesday
2018-04-11 05:00:00,23,2018-04-11,5,2,Wednesday
2018-04-11 06:00:00,9,2018-04-11,6,2,Wednesday
2018-04-11 07:00:00,20,2018-04-11,7,2,Wednesday
2018-04-11 08:00:00,60,2018-04-11,8,2,Wednesday
2018-04-11 09:00:00,49,2018-04-11,9,2,Wednesday
2018-04-11 10:00:00,113,2018-04-11,10,2,Wednesday
2018-04-11 11:00:00,93,2018-04-11,11,2,Wednesday
2018-04-11 12:00:00,53,2018-04-11,12,2,Wednesday
2018-04-11 13:00:00,41,2018-04-11,13,2,Wednesday
2018-04-11 14:00:00,58,2018-04-11,14,2,Wednesday
2018-04-11 15:00:00,65,2018-04-11,15,2,Wednesday
2018-04-11 16:00:00,84,2018-04-11,16,2,Wednesday
2018-04-11 17:00:00,23,2018-04-11,17,2,Wednesday
2018-04-11 18:00:00,49,2018-04-11,18,2,Wednesday
2018-04-11 19:00:00,82,2018-04-11,19,2,Wednesday
2018-04-11 20:00:00,60,2018-04-11,20,2,Wednesday
2018-04-11 21:00:00,43,2018-04-11,21,2,Wednesday
2018-04-11 22:00:00,113,2018-04-11,22,2,Wednesday
2018-04-11 23:00:00,98,2018-04-11,23,2,Wednesday
2018-04-12 00:00:00,85,2018-04-12,0,3,Thursday
2018-04-12 01:00:00,73,2018-04-12,1,3,Thursday
2018-04-12 02:00:00,76,2018-04-12,2,3,Thursday
2018-04-12 03:00:00,72,2018-04-12,3,3,Thursday
2018-04-12 04:00:00,30,2018-04-12,4,3,Thursday
2018-04-12 05:00:00,3,2018-04-12,5,3,Thursday
2018-04-12 06:00:00,2,2018-04-12,6,3,Thursday
2018-04-12 07:00:00,5,2018-04-12,7,3,Thursday
2018-04-12 08:00:00,67,2018-04-12,8,3,Thursday
2018-04-12 09:00:00,78,2018-04-12,9,3,Thursday
2018-04-12 10:00:00,103,2018-04-12,10,3,Thursday
2018-04-12 11:00:00,74,2018-04-12,11,3,Thursday
2018-04-12 12:00:00,41,2018-04-12,12,3,Thursday
2018-04-12 13:00:00,61,2018-04-12,13,3,Thursday
2018-04-12 14:00:00,76,2018-04-12,14,3,Thursday
2018-04-12 15:00:00,72,2018-04-12,15,3,Thursday
2018-04-12 16:00:00,119,2018-04-12,16,3,Thursday
2018-04-12 17:00:00,46,2018-04-12,17,3,Thursday
2018-04-12 18:00:00,66,2018-04-12,18,3,Thursday
2018-04-12 19:00:00,48,2018-04-12,19,3,Thursday
2018-04-12 20:00:00,55,2018-04-12,20,3,Thursday
2018-04-12 21:00:00,68,2018-04-12,21,3,Thursday
2018-04-12 22:00:00,83,2018-04-12,22,3,Thursday
2018-04-12 23:00:00,88,2018-04-12,23,3,Thursday
2018-04-13 00:00:00,113,2018-04-13,0,4,Friday
2018-04-13 01:00:00,67,2018-04-13,1,4,Friday
2018-04-13 02:00:00,39,2018-04-13,2,4,Friday
2018-04-13 03:00:00,73,2018-04-13,3,4,Friday
2018-04-13 04:00:00,59,2018-04-13,4,4,Friday
2018-04-13 05:00:00,26,2018-04-13,5,4,Friday
2018-04-13 06:00:00,9,2018-04-13,6,4,Friday
2018-04-13 07:00:00,38,2018-04-13,7,4,Friday
2018-04-13 08:00:00,60,2018-04-13,8,4,Friday
2018-04-13 09:00:00,46,2018-04-13,9,4,Friday
2018-04-13 10:00:00,104,2018-04-13,10,4,Friday
2018-04-13 11:00:00,69,2018-04-13,11,4,Friday
2018-04-13 12:00:00,47,2018-04-13,12,4,Friday
2018-04-13 13:00:00,47,2018-04-13,13,4,Friday
2018-04-13 14:00:00,57,2018-04-13,14,4,Friday
2018-04-13 15:00:00,88,2018-04-13,15,4,Friday
2018-04-13 16:00:00,95,2018-04-13,16,4,Friday
2018-04-13 17:00:00,71,2018-04-13,17,4,Friday
2018-04-13 18:00:00,73,2018-04-13,18,4,Friday
2018-04-13 19:00:00,80,2018-04-13,19,4,Friday
2018-04-13 20:00:00,106,2018-04-13,20,4,Friday
2018-04-13 21:00:00,84,2018-04-13,21,4,Friday
2018-04-13 22:00:00,128,2018-04-13,22,4,Friday
2018-04-13 23:00:00,105,2018-04-13,23,4,Friday
2018-04-14 00:00:00,153,2018-04-14,0,5,Saturday
2018-04-14 01:00:00,104,2018-04-14,1,5,Saturday
2018-04-14 02:00:00,52,2018-04-14,2,5,Saturday
2018-04-14 03:00:00,75,2018-04-14,3,5,Saturday
2018-04-14 04:00:00,62,2018-04-14,4,5,Saturday
2018-04-14 05:00:00,16,2018-04-14,5,5,Saturday
2018-04-14 06:00:00,14,2018-04-14,6,5,Saturday
2018-04-14 07:00:00,40,2018-04-14,7,5,Saturday
2018-04-14 08:00:00,84,2018-04-14,8,5,Saturday
2018-04-14 09:00:00,62,2018-04-14,9,5,Saturday
2018-04-14 10:00:00,58,2018-04-14,10,5,Saturday
2018-04-14 11:00:00,73,2018-04-14,11,5,Saturday
2018-04-14 12:00:00,31,2018-04-14,12,5,Saturday
2018-04-14 13:00:00,62,2018-04-14,13,5,Saturday
2018-04-14 14:00:00,71,2018-04-14,14,5,Saturday
2018-04-14 15:00:00,65,2018-04-14,15,5,Saturday
2018-04-14 16:00:00,95,2018-04-14,16,5,Saturday
2018-04-14 17:00:00,43,2018-04-14,17,5,Saturday
2018-04-14 18:00:00,61,2018-04-14,18,5,Saturday
2018-04-14 19:00:00,110,2018-04-14,19,5,Saturday
2018-04-14 20:00:00,42,2018-04-14,20,5,Saturday
2018-04-14 21:00:00,32,2018-04-14,21,5,Saturday
2018-04-14 22:00:00,84,2018-04-14,22,5,Saturday
2018-04-14 23:00:00,48,2018-04-14,23,5,Saturday
2018-04-15 00:00:00,106,2018-04-15,0,6,Sunday
2018-04-15 01:00:00,33,2018-04-15,1,6,Sunday
2018-04-15 02:00:00,54,2018-04-15,2,6,Sunday
2018-04-15 03:00:00,82,2018-04-15,3,6,Sunday
2018-04-15 04:00:00,15,2018-04-15,4,6,Sunday
2018-04-15 05:00:00,26,2018-04-15,5,6,Sunday
2018-04-15 06:00:00,8,2018-04-15,6,6,Sunday
2018-04-15 07:00:00,6,2018-04-15,7,6,Sunday
2018-04-15 08:00:00,49,2018-04-15,8,6,Sunday
2018-04-15 09:00:00,56,2018-04-15,9,6,Sunday
2018-04-15 10:00:00,45,2018-04-15,10,6,Sunday
2018-04-15 11:00:00,48,2018-04-15,11,6,Sunday
2018-04-15 12:00:00,35,2018-04-15,12,6,Sunday
2018-04-15 13:00:00,43,2018-04-15,13,6,Sunday
2018-04-15 14:00:00,46,2018-04-15,14,6,Sunday
2018-04-15 15:00:00,64,2018-04-15,15,6,Sunday
2018-04-15 16:00:00,92,2018-04-15,16,6,Sunday
2018-04-15 17:00:00,38,2018-04-15,17,6,Sunday
2018-04-15 18:00:00,56,2018-04-15,18,6,Sunday
2018-04-15 19:00:00,97,2018-04-15,19,6,Sunday
2018-04-15 20:00:00,66,2018-04-15,20,6,Sunday
2018-04-15 21:00:00,94,2018-04-15,21,6,Sunday
2018-04-15 22:00:00,104,2018-04-15,22,6,Sunday
2018-04-15 23:00:00,119,2018-04-15,23,6,Sunday
2018-04-16 00:00:00,165,2018-04-16,0,0,Monday
2018-04-16 01:00:00,109,2018-04-16,1,0,Monday
2018-04-16 02:00:00,79,2018-04-16,2,0,Monday
2018-04-16 03:00:00,77,2018-04-16,3,0,Monday
2018-04-16 04:00:00,37,2018-04-16,4,0,Monday
2018-04-16 05:00:00,31,2018-04-16,5,0,Monday
2018-04-16 06:00:00,13,2018-04-16,6,0,Monday
2018-04-16 07:00:00,22,2018-04-16,7,0,Monday
2018-04-16 08:00:00,69,2018-04-16,8,0,Monday
2018-04-16 09:00:00,72,2018-04-16,9,0,Monday
2018-04-16 10:00:00,138,2018-04-16,10,0,Monday
2018-04-16 11:00:00,81,2018-04-16,11,0,Monday
2018-04-16 12:00:00,52,2018-04-16,12,0,Monday
2018-04-16 13:00:00,74,2018-04-16,13,0,Monday
2018-04-16 14:00:00,58,2018-04-16,14,0,Monday
2018-04-16 15:00:00,71,2018-04-16,15,0,Monday
2018-04-16 16:00:00,104,2018-04-16,16,0,Monday
2018-04-16 17:00:00,59,2018-04-16,17,0,Monday
2018-04-16 18:00:00,63,2018-04-16,18,0,Monday
2018-04-16 19:00:00,64,2018-04-16,19,0,Monday
2018-04-16 20:00:00,75,2018-04-16,20,0,Monday
2018-04-16 21:00:00,47,2018-04-16,21,0,Monday
2018-04-16 22:00:00,73,2018-04-16,22,0,Monday
2018-04-16 23:00:00,80,2018-04-16,23,0,Monday
2018-04-17 00:00:00,85,2018-04-17,0,1,Tuesday
2018-04-17 01:00:00,78,2018-04-17,1,1,Tuesday
2018-04-17 02:00:00,68,2018-04-17,2,1,Tuesday
2018-04-17 03:00:00,39,2018-04-17,3,1,Tuesday
2018-04-17 04:00:00,38,2018-04-17,4,1,Tuesday
2018-04-17 05:00:00,4,2018-04-17,5,1,Tuesday
2018-04-17 06:00:00,6,2018-04-17,6,1,Tuesday
2018-04-17 07:00:00,33,2018-04-17,7,1,Tuesday
2018-04-17 08:00:00,74,2018-04-17,8,1,Tuesday
2018-04-17 09:00:00,44,2018-04-17,9,1,Tuesday
2018-04-17 10:00:00,82,2018-04-17,10,1,Tuesday
2018-04-17 11:00:00,78,2018-04-17,11,1,Tuesday
2018-04-17 12:00:00,32,2018-04-17,12,1,Tuesday
2018-04-17 13:00:00,57,2018-04-17,13,1,Tuesday
2018-04-17 14:00:00,46,2018-04-17,14,1,Tuesday
2018-04-17 15:00:00,59,2018-04-17,15,1,Tuesday
2018-04-17 16:00:00,98,2018-04-17,16,1,Tuesday
2018-04-17 17:00:00,51,2018-04-17,17,1,Tuesday
2018-04-17 18:00:00,49,2018-04-17,18,1,Tuesday
2018-04-17 19:00:00,71,2018-04-17,19,1,Tuesday
2018-04-17 20:00:00,82,2018-04-17,20,1,Tuesday
2018-04-17 21:00:00,80,2018-04-17,21,1,Tuesday
2018-04-17 22:00:00,71,2018-04-17,22,1,Tuesday
2018-04-17 23:00:00,84,2018-04-17,23,1,Tuesday
2018-04-18 00:00:00,84,2018-04-18,0,2,Wednesday
2018-04-18 01:00:00,57,2018-04-18,1,2,Wednesday
2018-04-18 02:00:00,91,2018-04-18,2,2,Wednesday
2018-04-18 03:00:00,89,2018-04-18,3,2,Wednesday
2018-04-18 04:00:00,32,2018-04-18,4,2,Wednesday
2018-04-18 05:00:00,15,2018-04-18,5,2,Wednesday
2018-04-18 06:00:00,14,2018-04-18,6,2,Wednesday
2018-04-18 07:00:00,30,2018-04-18,7,2,Wednesday
2018-04-18 08:00:00,73,2018-04-18,8,2,Wednesday
2018-04-18 09:00:00,79,2018-04-18,9,2,Wednesday
2018-04-18 10:00:00,84,2018-04-18,10,2,Wednesday
2018-04-18 11:00:00,63,2018-04-18,11,2,Wednesday
2018-04-18 12:00:00,54,2018-04-18,12,2,Wednesday
2018-04-18 13:00:00,63,2018-04-18,13,2,Wednesday
2018-04-18 14:00:00,55,2018-04-18,14,2,Wednesday
2018-04-18 15:00:00,74,2018-04-18,15,2,Wednesday
2018-04-18 16:00:00,101,2018-04-18,16,2,Wednesday
2018-04-18 17:00:00,44,2018-04-18,17,2,Wednesday
2018-04-18 18:00:00,42,2018-04-18,18,2,Wednesday
2018-04-18 19:00:00,67,2018-04-18,19,2,Wednesday
2018-04-18 20:00:00,53,2018-04-18,20,2,Wednesday
2018-04-18 21:00:00,98,2018-04-18,21,2,Wednesday
2018-04-18 22:00:00,77,2018-04-18,22,2,Wednesday
2018-04-18 23:00:00,142,2018-04-18,23,2,Wednesday
2018-04-19 00:00:00,159,2018-04-19,0,3,Thursday
2018-04-19 01:00:00,37,2018-04-19,1,3,Thursday
2018-04-19 02:00:00,94,2018-04-19,2,3,Thursday
2018-04-19 03:00:00,103,2018-04-19,3,3,Thursday
2018-04-19 04:00:00,41,2018-04-19,4,3,Thursday
2018-04-19 05:00:00,24,2018-04-19,5,3,Thursday
2018-04-19 06:00:00,3,2018-04-19,6,3,Thursday
2018-04-19 07:00:00,26,2018-04-19,7,3,Thursday
2018-04-19 08:00:00,68,2018-04-19,8,3,Thursday
2018-04-19 09:00:00,62,2018-04-19,9,3,Thursday
2018-04-19 10:00:00,72,2018-04-19,10,3,Thursday
2018-04-19 11:00:00,50,2018-04-19,11,3,Thursday
2018-04-19 12:00:00,45,2018-04-19,12,3,Thursday
2018-04-19 13:00:00,42,2018-04-19,13,3,Thursday
2018-04-19 14:00:00,38,2018-04-19,14,3,Thursday
2018-04-19 15:00:00,93,2018-04-19,15,3,Thursday
2018-04-19 16:00:00,115,2018-04-19,16,3,Thursday
2018-04-19 17:00:00,69,2018-04-19,17,3,Thursday
2018-04-19 18:00:00,43,2018-04-19,18,3,Thursday
2018-04-19 19:00:00,62,2018-04-19,19,3,Thursday
2018-04-19 20:00:00,60,2018-04-19,20,3,Thursday
2018-04-19 21:00:00,67,2018-04-19,21,3,Thursday
2018-04-19 22:00:00,97,2018-04-19,22,3,Thursday
2018-04-19 23:00:00,62,2018-04-19,23,3,Thursday
2018-04-20 00:00:00,130,2018-04-20,0,4,Friday
2018-04-20 01:00:00,65,2018-04-20,1,4,Friday
2018-04-20 02:00:00,77,2018-04-20,2,4,Friday
2018-04-20 03:00:00,79,2018-04-20,3,4,Friday
2018-04-20 04:00:00,54,2018-04-20,4,4,Friday
2018-04-20 05:00:00,17,2018-04-20,5,4,Friday
2018-04-20 06:00:00,7,2018-04-20,6,4,Friday
2018-04-20 07:00:00,26,2018-04-20,7,4,Friday
2018-04-20 08:00:00,74,2018-04-20,8,4,Friday
2018-04-20 09:00:00,47,2018-04-20,9,4,Friday
2018-04-20 10:00:00,96,2018-04-20,10,4,Friday
2018-04-20 11:00:00,87,2018-04-20,11,4,Friday
2018-04-20 12:00:00,39,2018-04-20,12,4,Friday
2018-04-20 13:00:00,67,2018-04-20,13,4,Friday
2018-04-20 14:00:00,47,2018-04-20,14,4,Friday
2018-04-20 15:00:00,93,2018-04-20,15,4,Friday
2018-04-20 16:00:00,96,2018-04-20,16,4,Friday
2018-04-20 17:00:00,60,2018-04-20,17,4,Friday
2018-04-20 18:00:00,62,2018-04-20,18,4,Friday
2018-04-20 19:00:00,51,2018-04-20,19,4,Friday
2018-04-20 20:00:00,135,2018-04-20,20,4,Friday
2018-04-20 21:00:00,114,2018-04-20,21,4,Friday
2018-04-20 22:00:00,150,2018-04-20,22,4,Friday
2018-04-20 23:00:00,96,2018-04-20,23,4,Friday
2018-04-21 00:00:00,167,2018-04-21,0,5,Saturday
2018-04-21 01:00:00,119,2018-04-21,1,5,Saturday
2018-04-21 02:00:00,110,2018-04-21,2,5,Saturday
2018-04-21 03:00:00,70,2018-04-21,3,5,Saturday
2018-04-21 04:00:00,80,2018-04-21,4,5,Saturday
2018-04-21 05:00:00,43,2018-04-21,5,5,Saturday
2018-04-21 06:00:00,25,2018-04-21,6,5,Saturday
2018-04-21 07:00:00,24,2018-04-21,7,5,Saturday
2018-04-21 08:00:00,55,2018-04-21,8,5,Saturday
2018-04-21 09:00:00,78,2018-04-21,9,5,Saturday
2018-04-21 10:00:00,76,2018-04-21,10,5,Saturday
2018-04-21 11:00:00,55,2018-04-21,11,5,Saturday
2018-04-21 12:00:00,41,2018-04-21,12,5,Saturday
2018-04-21 13:00:00,58,2018-04-21,13,5,Saturday
2018-04-21 14:00:00,67,2018-04-21,14,5,Saturday
2018-04-21 15:00:00,81,2018-04-21,15,5,Saturday
2018-04-21 16:00:00,81,2018-04-21,16,5,Saturday
2018-04-21 17:00:00,61,2018-04-21,17,5,Saturday
2018-04-21 18:00:00,45,2018-04-21,18,5,Saturday
2018-04-21 19:00:00,70,2018-04-21,19,5,Saturday
2018-04-21 20:00:00,67,2018-04-21,20,5,Saturday
2018-04-21 21:00:00,57,2018-04-21,21,5,Saturday
2018-04-21 22:00:00,46,2018-04-21,22,5,Saturday
2018-04-21 23:00:00,77,2018-04-21,23,5,Saturday
2018-04-22 00:00:00,111,2018-04-22,0,6,Sunday
2018-04-22 01:00:00,59,2018-04-22,1,6,Sunday
2018-04-22 02:00:00,102,2018-04-22,2,6,Sunday
2018-04-22 03:00:00,93,2018-04-22,3,6,Sunday
2018-04-22 04:00:00,40,2018-04-22,4,6,Sunday
2018-04-22 05:00:00,26,2018-04-22,5,6,Sunday
2018-04-22 06:00:00,9,2018-04-22,6,6,Sunday
2018-04-22 07:00:00,9,2018-04-22,7,6,Sunday
2018-04-22 08:00:00,61,2018-04-22,8,6,Sunday
2018-04-22 09:00:00,56,2018-04-22,9,6,Sunday
2018-04-22 10:00:00,48,2018-04-22,10,6,Sunday
2018-04-22 11:00:00,50,2018-04-22,11,6,Sunday
2018-04-22 12:00:00,39,2018-04-22,12,6,Sunday
2018-04-22 13:00:00,42,2018-04-22,13,6,Sunday
2018-04-22 14:00:00,37,2018-04-22,14,6,Sunday
2018-04-22 15:00:00,90,2018-04-22,15,6,Sunday
2018-04-22 16:00:00,109,2018-04-22,16,6,Sunday
2018-04-22 17:00:00,51,2018-04-22,17,6,Sunday
2018-04-22 18:00:00,68,2018-04-22,18,6,Sunday
2018-04-22 19:00:00,53,2018-04-22,19,6,Sunday
2018-04-22 20:00:00,65,2018-04-22,20,6,Sunday
2018-04-22 21:00:00,100,2018-04-22,21,6,Sunday
2018-04-22 22:00:00,121,2018-04-22,22,6,Sunday
2018-04-22 23:00:00,128,2018-04-22,23,6,Sunday
2018-04-23 00:00:00,147,2018-04-23,0,0,Monday
2018-04-23 01:00:00,74,2018-04-23,1,0,Monday
2018-04-23 02:00:00,129,2018-04-23,2,0,Monday
2018-04-23 03:00:00,56,2018-04-23,3,0,Monday
2018-04-23 04:00:00,59,2018-04-23,4,0,Monday
2018-04-23 05:00:00,23,2018-04-23,5,0,Monday
2018-04-23 06:00:00,35,2018-04-23,6,0,Monday
2018-04-23 07:00:00,19,2018-04-23,7,0,Monday
2018-04-23 08:00:00,78,2018-04-23,8,0,Monday
2018-04-23 09:00:00,67,2018-04-23,9,0,Monday
2018-04-23 10:00:00,104,2018-04-23,10,0,Monday
2018-04-23 11:00:00,51,2018-04-23,11,0,Monday
2018-04-23 12:00:00,39,2018-04-23,12,0,Monday
2018-04-23 13:00:00,71,2018-04-23,13,0,Monday
2018-04-23 14:00:00,78,2018-04-23,14,0,Monday
2018-04-23 15:00:00,94,2018-04-23,15,0,Monday
2018-04-23 16:00:00,123,2018-04-23,16,0,Monday
2018-04-23 17:00:00,76,2018-04-23,17,0,Monday
2018-04-23 18:00:00,43,2018-04-23,18,0,Monday
2018-04-23 19:00:00,56,2018-04-23,19,0,Monday
2018-04-23 20:00:00,53,2018-04-23,20,0,Monday
2018-04-23 21:00:00,53,2018-04-23,21,0,Monday
2018-04-23 22:00:00,97,2018-04-23,22,0,Monday
2018-04-23 23:00:00,60,2018-04-23,23,0,Monday
2018-04-24 00:00:00,253,2018-04-24,0,1,Tuesday
2018-04-24 01:00:00,77,2018-04-24,1,1,Tuesday
2018-04-24 02:00:00,83,2018-04-24,2,1,Tuesday
2018-04-24 03:00:00,76,2018-04-24,3,1,Tuesday
2018-04-24 04:00:00,28,2018-04-24,4,1,Tuesday
2018-04-24 05:00:00,36,2018-04-24,5,1,Tuesday
2018-04-24 06:00:00,2,2018-04-24,6,1,Tuesday
2018-04-24 07:00:00,17,2018-04-24,7,1,Tuesday
2018-04-24 08:00:00,54,2018-04-24,8,1,Tuesday
2018-04-24 09:00:00,58,2018-04-24,9,1,Tuesday
2018-04-24 10:00:00,74,2018-04-24,10,1,Tuesday
2018-04-24 11:00:00,71,2018-04-24,11,1,Tuesday
2018-04-24 12:00:00,40,2018-04-24,12,1,Tuesday
2018-04-24 13:00:00,37,2018-04-24,13,1,Tuesday
2018-04-24 14:00:00,46,2018-04-24,14,1,Tuesday
2018-04-24 15:00:00,52,2018-04-24,15,1,Tuesday
2018-04-24 16:00:00,87,2018-04-24,16,1,Tuesday
2018-04-24 17:00:00,70,2018-04-24,17,1,Tuesday
2018-04-24 18:00:00,67,2018-04-24,18,1,Tuesday
2018-04-24 19:00:00,64,2018-04-24,19,1,Tuesday
2018-04-24 20:00:00,52,2018-04-24,20,1,Tuesday
2018-04-24 21:00:00,99,2018-04-24,21,1,Tuesday
2018-04-24 22:00:00,62,2018-04-24,22,1,Tuesday
2018-04-24 23:00:00,86,2018-04-24,23,1,Tuesday
2018-04-25 00:00:00,119,2018-04-25,0,2,Wednesday
2018-04-25 01:00:00,37,2018-04-25,1,2,Wednesday
2018-04-25 02:00:00,68,2018-04-25,2,2,Wednesday
2018-04-25 03:00:00,52,2018-04-25,3,2,Wednesday
2018-04-25 04:00:00,38,2018-04-25,4,2,Wednesday
2018-04-25 05:00:00,38,2018-04-25,5,2,Wednesday
2018-04-25 06:00:00,6,2018-04-25,6,2,Wednesday
2018-04-25 07:00:00,27,2018-04-25,7,2,Wednesday
2018-04-25 08:00:00,58,2018-04-25,8,2,Wednesday
2018-04-25 09:00:00,61,2018-04-25,9,2,Wednesday
2018-04-25 10:00:00,113,2018-04-25,10,2,Wednesday
2018-04-25 11:00:00,68,2018-04-25,11,2,Wednesday
2018-04-25 12:00:00,42,2018-04-25,12,2,Wednesday
2018-04-25 13:00:00,49,2018-04-25,13,2,Wednesday
2018-04-25 14:00:00,40,2018-04-25,14,2,Wednesday
2018-04-25 15:00:00,77,2018-04-25,15,2,Wednesday
2018-04-25 16:00:00,102,2018-04-25,16,2,Wednesday
2018-04-25 17:00:00,53,2018-04-25,17,2,Wednesday
2018-04-25 18:00:00,34,2018-04-25,18,2,Wednesday
2018-04-25 19:00:00,65,2018-04-25,19,2,Wednesday
2018-04-25 20:00:00,78,2018-04-25,20,2,Wednesday
2018-04-25 21:00:00,88,2018-04-25,21,2,Wednesday
2018-04-25 22:00:00,97,2018-04-25,22,2,Wednesday
2018-04-25 23:00:00,140,2018-04-25,23,2,Wednesday
2018-04-26 00:00:00,159,2018-04-26,0,3,Thursday
2018-04-26 01:00:00,51,2018-04-26,1,3,Thursday
2018-04-26 02:00:00,73,2018-04-26,2,3,Thursday
2018-04-26 03:00:00,114,2018-04-26,3,3,Thursday
2018-04-26 04:00:00,58,2018-04-26,4,3,Thursday
2018-04-26 05:00:00,19,2018-04-26,5,3,Thursday
2018-04-26 06:00:00,7,2018-04-26,6,3,Thursday
2018-04-26 07:00:00,15,2018-04-26,7,3,Thursday
2018-04-26 08:00:00,63,2018-04-26,8,3,Thursday
2018-04-26 09:00:00,73,2018-04-26,9,3,Thursday
2018-04-26 10:00:00,73,2018-04-26,10,3,Thursday
2018-04-26 11:00:00,57,2018-04-26,11,3,Thursday
2018-04-26 12:00:00,48,2018-04-26,12,3,Thursday
2018-04-26 13:00:00,69,2018-04-26,13,3,Thursday
2018-04-26 14:00:00,51,2018-04-26,14,3,Thursday
2018-04-26 15:00:00,59,2018-04-26,15,3,Thursday
2018-04-26 16:00:00,115,2018-04-26,16,3,Thursday
2018-04-26 17:00:00,59,2018-04-26,17,3,Thursday
2018-04-26 18:00:00,57,2018-04-26,18,3,Thursday
2018-04-26 19:00:00,46,2018-04-26,19,3,Thursday
2018-04-26 20:00:00,63,2018-04-26,20,3,Thursday
2018-04-26 21:00:00,89,2018-04-26,21,3,Thursday
2018-04-26 22:00:00,104,2018-04-26,22,3,Thursday
2018-04-26 23:00:00,118,2018-04-26,23,3,Thursday
2018-04-27 00:00:00,121,2018-04-27,0,4,Friday
2018-04-27 01:00:00,54,2018-04-27,1,4,Friday
2018-04-27 02:00:00,73,2018-04-27,2,4,Friday
2018-04-27 03:00:00,117,2018-04-27,3,4,Friday
2018-04-27 04:00:00,59,2018-04-27,4,4,Friday
2018-04-27 05:00:00,26,2018-04-27,5,4,Friday
2018-04-27 06:00:00,6,2018-04-27,6,4,Friday
2018-04-27 07:00:00,21,2018-04-27,7,4,Friday
2018-04-27 08:00:00,62,2018-04-27,8,4,Friday
2018-04-27 09:00:00,102,2018-04-27,9,4,Friday
2018-04-27 10:00:00,114,2018-04-27,10,4,Friday
2018-04-27 11:00:00,77,2018-04-27,11,4,Friday
2018-04-27 12:00:00,63,2018-04-27,12,4,Friday
2018-04-27 13:00:00,53,2018-04-27,13,4,Friday
2018-04-27 14:00:00,88,2018-04-27,14,4,Friday
2018-04-27 15:00:00,64,2018-04-27,15,4,Friday
2018-04-27 16:00:00,91,2018-04-27,16,4,Friday
2018-04-27 17:00:00,96,2018-04-27,17,4,Friday
2018-04-27 18:00:00,70,2018-04-27,18,4,Friday
2018-04-27 19:00:00,55,2018-04-27,19,4,Friday
2018-04-27 20:00:00,84,2018-04-27,20,4,Friday
2018-04-27 21:00:00,92,2018-04-27,21,4,Friday
2018-04-27 22:00:00,172,2018-04-27,22,4,Friday
2018-04-27 23:00:00,72,2018-04-27,23,4,Friday
2018-04-28 00:00:00,164,2018-04-28,0,5,Saturday
2018-04-28 01:00:00,128,2018-04-28,1,5,Saturday
2018-04-28 02:00:00,112,2018-04-28,2,5,Saturday
2018-04-28 03:00:00,65,2018-04-28,3,5,Saturday
2018-04-28 04:00:00,52,2018-04-28,4,5,Saturday
2018-04-28 05:00:00,24,2018-04-28,5,5,Saturday
2018-04-28 06:00:00,27,2018-04-28,6,5,Saturday
2018-04-28 07:00:00,28,2018-04-28,7,5,Saturday
2018-04-28 08:00:00,92,2018-04-28,8,5,Saturday
2018-04-28 09:00:00,103,2018-04-28,9,5,Saturday
2018-04-28 10:00:00,52,2018-04-28,10,5,Saturday
2018-04-28 11:00:00,78,2018-04-28,11,5,Saturday
2018-04-28 12:00:00,37,2018-04-28,12,5,Saturday
2018-04-28 13:00:00,73,2018-04-28,13,5,Saturday
2018-04-28 14:00:00,47,2018-04-28,14,5,Saturday
2018-04-28 15:00:00,95,2018-04-28,15,5,Saturday
2018-04-28 16:00:00,102,2018-04-28,16,5,Saturday
2018-04-28 17:00:00,66,2018-04-28,17,5,Saturday
2018-04-28 18:00:00,65,2018-04-28,18,5,Saturday
2018-04-28 19:00:00,88,2018-04-28,19,5,Saturday
2018-04-28 20:00:00,98,2018-04-28,20,5,Saturday
2018-04-28 21:00:00,74,2018-04-28,21,5,Saturday
2018-04-28 22:00:00,116,2018-04-28,22,5,Saturday
2018-04-28 23:00:00,107,2018-04-28,23,5,Saturday
2018-04-29 00:00:00,129,2018-04-29,0,6,Sunday
2018-04-29 01:00:00,83,2018-04-29,1,6,Sunday
2018-04-29 02:00:00,112,2018-04-29,2,6,Sunday
2018-04-29 03:00:00,121,2018-04-29,3,6,Sunday
2018-04-29 04:00:00,76,2018-04-29,4,6,Sunday
2018-04-29 05:00:00,15,2018-04-29,5,6,Sunday
2018-04-29 06:00:00,5,2018-04-29,6,6,Sunday
2018-04-29 07:00:00,18,2018-04-29,7,6,Sunday
2018-04-29 08:00:00,81,2018-04-29,8,6,Sunday
2018-04-29 09:00:00,81,2018-04-29,9,6,Sunday
2018-04-29 10:00:00,76,2018-04-29,10,6,Sunday
2018-04-29 11:00:00,76,2018-04-29,11,6,Sunday
2018-04-29 12:00:00,52,2018-04-29,12,6,Sunday
